Cod. Pptal,Nombre Rubro,Tipo,Tipo gasto,Cod FUT,Fuentes Rec,Uni Eje,Sit Fondos,Vigencia,Fondo Local,Cod Gastos,Cod CGR,Cod Recurso,OER,CDA,Vig. Gasto,Fin. Gasto,Uni Ejec,Ent Recip,Codigo SIA,Clase pago SIA,Banco Pagos,Fuente recursos,Sectores inversion,Cod Cabildos,Fuente Cabildos
21010110 ,Pagos Directos de Cesantias Parciales y-o Definitivas ,D,FUNCIONAMIENTO,1.1.1.25,1,,C,ACTUAL,FSG.A.2.4.1.1.1.9,,2.1.01.01.98,10,001,106,1,70768,16,000000000000000,A1,TP3,,Homologar Pgcp,,,
21010111 ,Otros gastos de personal asociados a la nomina ,D,FUNCIONAMIENTO,1.1.1.25,1,,C,ACTUAL,FSG.A.2.4.1.1.1.10,,2.1.01.01.98,10,001,106,1,70768,16,000000000000000,A1,TP3,,Homologar Pgcp,,,
210102 ,Indemnizacion de personal ,D,FUNCIONAMIENTO,1.1.2,1,,C,ACTUAL,FSG.A.2.4.1.1.2,,2.1.01.01.98,10,001,106,1,70768,16,000000000000000,A1,TP3,,Homologar Pgcp,,,
210103,SERVICIOS PERSONALES INDIRECTOS ,M,,,,,,,,,,,,,,,,,,,,,,,
21010301,HONORARIOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2101030101 ,Honorarios de Trasferencias ,D,FUNCIONAMIENTO,1.1.3.1,1,,C,ACTUAL,FSG.A.2.4.1.1.3.1,,2.3.03.03.03.03,10,001,106,1,70768,16,000000000000000,A1,C1,,Homologar Pgcp,,,
2101030102 ,Honorarios de Recursos Propios ,D,FUNCIONAMIENTO,1.1.3.1,1,,C,ACTUAL,FSG.A.2.4.1.1.3.1,,2.3.03.03.03.03,10,001,106,1,70768,16,000000000000000,A1,C1,,Homologar Pgcp,,,
21010302 ,Servicios Tecnicos ,D,FUNCIONAMIENTO,1.1.3.4,1,,C,ACTUAL,FSG.A.2.4.1.1.3.4,,2.3.03.03.03.03,10,001,106,1,70768,16,000000000000000,A1,C1,,Homologar Pgcp,,,
210104,CONTRIBUCIONES INHERENTES A LA NOMINA ,M,,,,,,,,,,,,,,,,,,,,,,,
21010401,AL SECTOR PUBLICO ,M,,,,,,,,,,,,,,,,,,,,,,,
2101040101 ,Aportes para salud ,D,FUNCIONAMIENTO,1.1.4.1.1.1.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.3.03.03.03.05,10,001,106,1,70768,16,000000000000000,A1,TP2,,Homologar Pgcp,,,
2101040102 ,Aportes para Pension ,D,FUNCIONAMIENTO,1.1.4.1.1.2.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.3.03.03.03.05,10,001,106,1,70768,16,000000000000000,A1,TP2,,Homologar Pgcp,,,
2101040103 ,Aportes ARP ,D,FUNCIONAMIENTO,1.1.4.1.1.3.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.3.03.03.03.05,10,001,106,1,70768,16,000000000000000,A1,TP2,,Homologar Pgcp,,,
2101040104 ,Aportes para Cesantias ,D,FUNCIONAMIENTO,1.1.4.1.1.4.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.3.03.03.03.05,10,001,106,1,70768,16,000000000000000,A1,TP2,,Homologar Pgcp,,,
21010402,AL SECTOR PRIVADO ,M,,,,,,,,,,,,,,,,,,,,,,,
2101040201 ,Aportes para salud ,D,FUNCIONAMIENTO,1.1.4.2.1.1.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.03.01.05,10,001,106,1,70768,16,200000000000000,A1,TP2,,Homologar Pgcp,,,
2101040202 ,Aportes para Pension ,D,FUNCIONAMIENTO,1.1.4.2.1.2.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.03.01.03,10,001,106,1,70768,16,200000000000000,A1,TP2,,Homologar Pgcp,,,
2101040203 ,Aportes ARP ,D,FUNCIONAMIENTO,1.1.4.2.1.3.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.03.02,10,001,106,1,70768,16,200000000000000,A1,TP2,,Homologar Pgcp,,,
2101040204 ,Aportes para Cesantias ,D,FUNCIONAMIENTO,1.1.4.2.1.4.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.03.01.01,10,001,106,1,70768,16,200000000000000,A1,TP2,,Homologar Pgcp,,,
21010403,APORTES PARAFISCALES ,M,,,,,,,,,,,,,,,,,,,,,,,
2101040301 ,SENA ,D,FUNCIONAMIENTO,1.1.4.3.1.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.01.03.01,10,001,106,1,70768,16,023602000000000,A1,TP2,,Homologar Pgcp,,,
2101040302 ,ICBF ,D,FUNCIONAMIENTO,1.1.4.3.2.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.01.03.03,10,001,106,1,70768,16,023607000000000,A1,TP2,,Homologar Pgcp,,,
2101040303 ,ESAP ,D,FUNCIONAMIENTO,1.1.4.3.3.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.01.03.05,10,001,106,1,70768,16,020503000000000,A1,TP2,,Homologar Pgcp,,,
2101040304 ,Cajas de compensacion Familiar ,D,FUNCIONAMIENTO,1.1.4.3.4.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.03.03,10,001,106,1,70768,16,200000000000000,A1,TP2,,Homologar Pgcp,,,
2101040305 ,Institutos Tecnicos ,D,FUNCIONAMIENTO,1.1.4.3.5.1,1,,C,ACTUAL,FSG.A.2.4.1.1.4,,2.1.01.03.01.03.07,10,001,106,1,70768,16,012201010000000,A1,TP2,,Homologar Pgcp,,,
2102,GASTOS GENERALES ,M,,,,,,,,,,,,,,,,,,,,,,,
210201,ADQUISICION DE BIENES ,M,,,,,,,,,,,,,,,,,,,,,,,
21020101 ,Compra de Equipos ,D,FUNCIONAMIENTO,1.2.1.1,1,,C,ACTUAL,FSG.A.2.4.1.2.1.1,,2.1.02.01.03,10,001,106,1,70768,16,000000000000000,A2,C5,,Homologar Pgcp,,,
21020102,MATERIALES Y SUMINISTROS ,M,,,,,,,,,,,,,,,,,,,,,,,
2102010201 ,Materiales y Suministros ,D,FUNCIONAMIENTO,1.2.1.2,1,,C,ACTUAL,FSG.A.2.4.1.2.1.2,,2.1.02.01.01,10,001,106,1,70768,16,000000000000000,A2,C5,,Homologar Pgcp,,,
2102010202 ,Laboratorio de Bromatologia ,D,FUNCIONAMIENTO,1.2.1.2,1,,C,ACTUAL,FSG.A.2.4.1.2.1.2,,2.1.02.01.98,10,001,106,1,70768,16,000000000000000,A2,C5,,Homologar Pgcp,,,
21020103 ,Otros gastos por adquisicion de bienes ,D,FUNCIONAMIENTO,1.2.1.9,1,,C,ACTUAL,FSG.A.2.4.1.2.1.9,,2.1.02.01.98,10,001,106,1,70768,16,000000000000000,A2,C5,,Homologar Pgcp,,,
210202,ADQUISICION DE SERVICIOS ,M,,,,,,,,,,,,,,,,,,,,,,,
21020201 ,Capacitacion Personal ,D,FUNCIONAMIENTO,1.2.2.1,1,,C,ACTUAL,FSG.A.2.4.1.2.2.1,,2.1.02.02.01,10,001,106,1,70768,16,000000000000000,A2,C1,,Homologar Pgcp,,,
21020202 ,Impresos y publicaciones ,D,FUNCIONAMIENTO,1.2.2.2,1,,C,ACTUAL,FSG.A.2.4.1.2.2.2,,2.1.02.02.13,10,001,106,1,70768,16,000000000000000,A2,C1,,Homologar Pgcp,,,
21020203,SEGUROS ,M,,,,,,,,,,,,,,,,,,,,,,,
2102020301 ,Seguros de bienes muebles e inmuebles ,D,FUNCIONAMIENTO,1.2.2.3.4,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.09,10,001,106,1,70768,16,000000000000000,A2,C9,,Homologar Pgcp,,,
2102020304 ,Otros seguros ,D,FUNCIONAMIENTO,1.2.2.3.4,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.09,10,001,106,1,70768,16,000000000000000,A2,C9,,Homologar Pgcp,,,
21020204 ,Contribuciones Tasas Impuestos y Multas ,D,FUNCIONAMIENTO,1.2.2.4,1,,C,ACTUAL,FSG.A.2.4.1.2.2.4,,2.1.02.03,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
21020205 ,Arrendamientos ,D,FUNCIONAMIENTO,1.2.2.5,1,,C,ACTUAL,FSG.A.2.4.1.2.2.5,,2.1.02.02.21,10,001,106,1,70768,16,000000000000000,A2,C8,,Homologar Pgcp,,,
21020206,SERVICIOS PUBLICOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2102020601 ,Energia ,D,FUNCIONAMIENTO,1.2.2.6.1,1,,C,ACTUAL,FSG.A.2.4.1.2.2.6,,2.1.02.02.07,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
2102020602 ,Telecomunicaciones ,D,FUNCIONAMIENTO,1.2.2.6.2,1,,C,ACTUAL,FSG.A.2.4.1.2.2.6,,2.1.02.02.07,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
2102020603 ,Acueducto alcantarillado y aseo ,D,FUNCIONAMIENTO,1.2.2.6.3,1,,C,ACTUAL,FSG.A.2.4.1.2.2.6,,2.1.02.02.07,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
21020207 ,Gastos Vinculacion de Personal Articulo 30 LEY 909 de 2004 ,D,FUNCIONAMIENTO,1.2.2.7,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.98,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
21020208 ,Viaticos y gastos de Viaje ,D,FUNCIONAMIENTO,1.2.2.8.1,1,,C,ACTUAL,FSG.A.2.4.1.2.2.8,,2.1.02.02.03,10,001,106,1,70111,16,000000000000000,A2,TP4,,Homologar Pgcp,,,
21020209 ,Mantenimiento y reparaciones ,D,FUNCIONAMIENTO,1.2.2.11,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.15,10,001,106,1,70768,16,000000000000000,A2,C1,,Homologar Pgcp,,,
21020210 ,Gastos Financieros ,D,FUNCIONAMIENTO,1.2.2.12.5,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.23,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
210203 ,Otros Gastos Adquisicion de Servicios ,D,FUNCIONAMIENTO,1.2.2.19,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.98,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
210204 ,Gastos de Bienestar Social y Salud Ocupacional ,D,FUNCIONAMIENTO,1.2.2.19,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.98,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
210205,OTROS GASTOS GENERALES ,M,,,,,,,,,,,,,,,,,,,,,,,
21020501 ,Gastos Varios e Imprevistos ,D,FUNCIONAMIENTO,1.2.2.19,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.02.02.98,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
2103,TRANSFERENCIAS CORRIENTES ,M,,,,,,,,,,,,,,,,,,,,,,,
210301 ,Mesadas Pensionales ,D,FUNCIONAMIENTO,1.3.1,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.03.02.03.01,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
210303 ,Sentencias y Conciliaciones ,D,FUNCIONAMIENTO,1.3.25,1,,C,ACTUAL,FSG.A.2.4.1.3.19,,2.1.03.98.07,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
2104,PAGO DEFICIT DE FUNCIONAMIENTO ,M,,,,,,,,,,,,,,,,,,,,,,,
210401 ,Causado con posterioridad al 31 de dic de 2000 ,D,FUNCIONAMIENTO,1.4.2,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.96,10,001,106,1,70768,16,000000000000000,A2,C12,,Homologar Pgcp,,,
22,PASIVOS EXIGIBLES ,M,,,,,,,,,,,,,,,,,,,,,,,
2208,PASIVOS EXIGIBLES VIGENCIAS EXPIRADAS ,M,,,,,,,,,,,,,,,,,,,,,,,
220801 ,Adquisicion de bienes y servicios ,D,FUNCIONAMIENTO,1.4.2,1,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.1.96,10,001,106,1,70768,16,000000000000000,A2,C5,,Homologar Pgcp,,,
23,GASTO DE INVERSION ,M,,,,,,,,,,,,,,,,,,,,,,,
2301,FONDO LOCAL DE SALUD - INVERSION ,M,,,,,,,,,,,,,,,,,,,,,,,
230101,SUBCUENTA REGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
23010101,CON RECURSOS DEL SGP ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010101 ,SGP - Continuidad ,D,INVERSION,A.2.1.1,260,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,013,015,1,70768,16,000000000000000,C2A,C12,,Homologar Pgcp,,,
23010102,CON RECURSOS DEL FOSYGA ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010201 ,FOSYGA - Continuidad ,D,INVERSION,A.2.1.1,600,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,019,015,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
2301010202 ,FOSYGA - Poblacion pobre No Asegurada ,D,INVERSION,A.2.1.1,600,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,019,015,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010103,CON RECURSOS PROPIOS (ETESA 75% ) ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010301 ,Regimen Subsidiado - Continuidad ,D,INVERSION,A.2.1.1,630,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,021,015,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010104,CON RECURSOS PROPIOS ( ETESA 25%) ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010401 ,0.4% Iterventoria del Regimen Subsidiado ,D,INVERSION,A.2.1.3,630,,C,ACTUAL,FSG.A.2.1.3,,2.3.05.05,10,012,010,1,70768,16,000000000000000,C3,C2,,Homologar Pgcp,,,
2301010402 ,0.4% Superintendencia de Salud ,D,INVERSION,A.2.1.4,630,,C,ACTUAL,FSG.A.2.1.4,,2.3.05.06,10,012,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010105,CON RECURSOS PROPIOS (RESGUARDO) ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010501 ,Regimen Subsidiado - Continuidad ,D,INVERSION,A.2.1.1,110,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,019,015,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010106,CON RECURSOS DEL DEPARTAMENTO ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010601 ,Regimen Subsidiado - Continuidad ,D,INVERSION,A.2.1.1,510,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,019,015,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010107,CON RECURSOS DE RENDIMIENTOS FINANCIEROS ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010701 ,Regimen Subsidiado - Continuidad ,D,INVERSION,A.2.1.1,270,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,040,015,1,70768,16,200000000000000,C3,C12,,Homologar Pgcp,,,
2301010702 ,0.4% Iterventoria del Regimen Subsidiado ,D,INVERSION,A.2.1.3,270,,C,ACTUAL,FSG.A.2.1.3,,2.3.05.05,10,040,010,1,70768,16,200000000000000,C3,C2,,Homologar Pgcp,,,
2301010703 ,0.4% Superintendencia de Salud ,D,INVERSION,A.2.1.4,270,,C,ACTUAL,FSG.A.2.1.4,,2.3.05.06,10,040,010,1,70768,16,200000000000000,C3,C12,,Homologar Pgcp,,,
23010108,CON RECURSOS PROPIOS (REGALIAS) ,M,,,,,,,,,,,,,,,,,,,,,,,
2301010801 ,Regimen Subsidiado - Continuidad ,D,INVERSION,A.2.1.1,110,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,048,015,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
230102,SUBCUENTA PRESTACION DE SERVICIOS A LA POBLACION POBRE NO ASEGURADA ,M,,,,,,,,,,,,,,,,,,,,,,,
23010201,CON RECURSOS DEL SGP ,M,,,,,,,,,,,,,,,,,,,,,,,
2301020101 ,Prestacion de Servicios a la poblacion pobre no asegurada ,D,INVERSION,A.2.3.1.1.1,260,,C,ACTUAL,FSG.A.2.3.1.1,,2.3.06.06.01,10,013,016,1,70768,16,149999999999900,C2A,C1,,Homologar Pgcp,,,
2301020102 ,Aportes patronales ,D,INVERSION,A.2.3.1.1.1,260,,C,ACTUAL,FSG.A.2.3.1.1,,2.3.06.06.01,10,013,016,1,70768,16,149999999999900,C2A,C1,,Homologar Pgcp,,,
23010202,CON RECURSOS DE RENDIMIENTOS FINANCIEROS ,M,,,,,,,,,,,,,,,,,,,,,,,
2301020201 ,Prestacion de Servicios a la poblacion pobre no asegurada ,D,INVERSION,A.2.3.1.1.1,270,,C,ACTUAL,FSG.A.2.3.1.1,,2.3.06.06.01,10,040,016,1,70768,16,200000000000000,C3,C1,,Homologar Pgcp,,,
230103,SUBCUENTA INTERVENCIONES COLECTIVAS DE SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
23010301,CON RECURSOS DEL SGP ,M,,,,,,,,,,,,,,,,,,,,,,,
2301030101 ,Plan de Intervenciones Colectivas De Salud Publica ,D,INVERSION,A.2.2.1.1.1,260,,C,ACTUAL,FSG.A.2.2,,2.3.03.02.61,10,013,011,1,7074,16,149999999999900,C2A,C1,,Homologar Pgcp,,,
23010302,CON RECURSOS DE RENDIMIENTOS FINANCIEROS ,M,,,,,,,,,,,,,,,,,,,,,,,
2301030201 ,Salud Publica ,D,INVERSION,A.2.2.1.1.1,270,,C,ACTUAL,FSG.A.2.2,,2.3.03.02.61,10,040,011,1,7074,16,200000000000000,C3,C1,,Homologar Pgcp,,,
23010303,OTROS APORTES ,M,,,,,,,,,,,,,,,,,,,,,,,
2301030301 ,Del Municipio ,D,INVERSION,A.2.2.1.1.1,580,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C1,C1,,Homologar Pgcp,,,
2301030302 ,Del Departamento ,D,INVERSION,A.2.2.1.1.1,580,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.3.03.02.61,10,019,011,1,7074,16,000000000000000,C3,C1,,Homologar Pgcp,,,
2301030303 ,De los Resguardos Indigenas ,D,INVERSION,A.2.2.1.1.1,580,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C3,C1,,Homologar Pgcp,,,
230104,SUBCUENTA OTROS GASTOS EN SALUD ,M,,,,,,,,,,,,,,,,,,,,,,,
23010401,PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO ,M,,,,,,,,,,,,,,,,,,,,,,,
2301040101,PROGRAMA DE NUTRICION Y SEGURIDAD ALIMENTARIA ,M,,,,,,,,,,,,,,,,,,,,,,,
230104010101 ,Proyectos de seguridad alimentaria y nutricional ,D,INVERSION,A.2.2.7.1,580,,C,ACTUAL,FSG.A.2.4.1.2.9,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C3,C1,,Homologar Pgcp,,,
2301040102 ,Del Municipio (Para inversion ejecucion plan territorial de salud - REGALIAS),D,INVERSION,,580,,C,ACTUAL,,,2.3.03.02.61,10,048,011,1,7074,16,000000000000000,C3,C1,,Homologar Pgcp,,,
23010402,CON RECURSOS DE CAPITAL ,M,,,,,,,,,,,,,,,,,,,,,,,
2301040201,SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
230104020101,ACCIONES DE SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
23010402010101 ,Talento Humano Que Desarrolla Funciones De Caracter Operativo ,D,INVERSION,A.2.2.9.1.5,580,,C,ACTUAL,FSG.A.2.2.10.1,,2.3.03.02.61,10,042,011,1,7074,16,000000000000000,C3,C1,,Homologar Pgcp,,,
23010403,CON RECURSOS DEL DEPARTAMENTO ,M,,,,,,,,,,,,,,,,,,,,,,,
2301040301,SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
230104030101,ACCIONES DE SALUD PUBLICA ,M,,,,,,,,,,,,,,,,,,,,,,,
23010403010101 ,Talento Humano Que Desarrolla Funciones De Caracter Operativo ,D,INVERSION,A.2.2.9.1.5,580,,C,ACTUAL,FSG.A.2.2.10.1,,2.3.03.02.61,10,042,011,1,7074,16,000000000000000,C3,C1,,Homologar Pgcp,,,
23010403010102 ,Adquisicion de insumos y elementos para prestacion del servicio ,D,INVERSION,A.2.2.9.1.2,580,,C,ACTUAL,FSG.A.2.2.11.2,,2.3.03.02.61,10,042,011,1,7074,16,000000000000000,C3,C5,,Homologar Pgcp,,,
23010404,CON RECURSOS PROPIOS ,M,,,,,,,,,,,,,,,,,,,,,,,
2301040401,ACCIONES DE SALUD PUBLICA - PLAN OPERATIVO ANUAL ,M,,,,,,,,,,,,,,,,,,,,,,,
230104040101 ,Prevencion y control de enfermedades transmitidas por vectores y zoonosis. ,D,INVERSION,A.2.2.9.2,580,,C,ACTUAL,FSG.A.2.2.5.4.7,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C3,C12,,Homologar Pgcp,,,
230104040102 ,Salud infantil ,D,INVERSION,A.2.2.9.2,580,,C,ACTUAL,FSG.A.2.2.1.1.6,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C3,C12,,Homologar Pgcp,,,
230104040103 ,Laboratorio de Salud Publica ,D,INVERSION,A.2.2.9.2,580,,C,ACTUAL,FSG.A.2.2.11.2,,2.3.03.02.61,10,001,011,1,7074,16,000000000000000,C3,C12,,Homologar Pgcp,,,
230105,INVERSION RECURSOS DE BALANCE ,M,,,,,,,,,,,,,,,,,,,,,,,
23010501,RECURSO DE BALANCE CON DESTINACION ESPECIFICA ,M,,,,,,,,,,,,,,,,,,,,,,,
2301050101,RECURSOS DE BALANCE-SISTEMA GENERAL DE PARTICIPACIONES -SGP ( LEY 715-01) ,M,,,,,,,,,,,,,,,,,,,,,,,
230105010101,REGIMEN SUBSIDIADO ,M,,,,,,,,,,,,,,,,,,,,,,,
23010501010101 ,Pagos actas de liquidacion a 31 marzo 1080 ,D,INVERSION,A.2.1.1,250,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010501010102 ,Actas de liquidacion patrimonio autonomi abril-mayo-10 ,D,INVERSION,A.2.1.1,250,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010501010103 ,Saldos cuenta maestra abril a diciembre 2011 ,D,INVERSION,A.2.1.1,250,,C,ACTUAL,FSG.A.2.1.1,,2.3.03.02.57,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
23010501010104 ,Esfuerzo propio municipio ,D,INVERSION,A.2.1.1,,,C,ACTUAL,,,2.3.03.02.57,10,042,010,1,70768,16,000000000000000,C3,C12,,Homologar Pgcp,,,
