130.0,SGP ALIMENTACION ESCOLAR ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
140.0,SGP ALIMENTACION ESCOLAR RENDIMIENTOS FINANCIEROS,,
150.0,SGP RIBERENOS - SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES,,
160.0,SGP RIBERENOS ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
170.0,SGP RIBERENOS - RENDIMIENTOS FINANCIEROS,,
180.0,SGP EDUCACION PRESTACIÓN DEL SERVICIO SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES,,
190.0,SGP EDUCACION PRESTACIÓN DEL SERVICIO DOCE DOCEAVAS VIGENCIA ACTUAL,,
200.0,SGP EDUCACION CANCELACIONES SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES,,
210.0,SGP EDUCACION CANCELACIONES DOCE DOCEAVAS VIGENCIA ACTUAL,,
220.0,SGP EDUCACION CALIDAD - SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES -,,
230.0,SGP EDUCACION CALIDAD DOCE DOCEAVAS VIGENCIA ACTUAL,,
240.0,SGP EDUCACION RENDIMIENTOS FINANCIEROS,,
250.0,SGP SALUD  SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES,,
260.0,SGP SALUD ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
270.0,SGP SALUD - RENDIMIENTOS FINANCIEROS,,
280.0,SGP AGUA POTABLE Y SANEAMIENTO BASICO - SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES,,
290.0,SGP AGUA POTABLE Y SANEAMIENTO BASICO - ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
300.0,SGP AGUA POTABLE Y SANEAMIENTO BASICO - RENDIMIENTOS FINANCIEROS,,
305.0,SGP APSB MUNICIPIOS DESCERTIFICADOS (DEPARTAMTENTOS),,
310.0,SGP  RECURSOS POR CRECIMIENTO DE LA ECONOMIA SUPERIOR AL 4 POR CIENTO  SGP SALDOS NO EJECUTADOS VIGENCIAS ANTERIORES A 2012,,
320.0,SGP RECURSOS POR CRECIMIENTO DE LA ECONOMIA SUPERIOR AL 4 POR CIENTO CONPES 152 DE LA VIGENCIA 2012,,
330.0,SGP RECURSOS POR CRECIMIENTO DE LA ECONOMIA SUPERIOR AL 4 POR CIENTO VIGENCIA ACTUAL,,
340.0,SGP RECURSOS POR CRECIMIENTO DE LA ECONOMIA SUPERIOR AL 4 POR CIENTO RENDIMIENTOS FINANCIEROS,,
350.0,SGP PROPOSITO GENERAL 42 POR CIENTO RECURSOS LIBRE DESTINACION SGP PROPOSITO GENERAL MPIOS DE CATEGORIA 4 5 Y 6 SALDOS NO EJECUTADOS NI INCORPORADOS VIGENCIAS ANTERIORES,,
360.0,SGP PROPOSITO GENERAL 42 POR CIENTO RECURSOS LIBRE DESTINACION SGP PROPOSITO GENERAL MPIOS DE CATEGORIA 4 5 Y 6 SGP ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
370.0,SGP PROPOSITO GENERAL FORZOSA INVERSION DEPORTE SALDOS NO EJECUTADOS NI INCORPORADOS VIGENCIAS ANTERIORES,,
380.0,SGP PROPOSITO GENERAL FORZOSA INVERSION DEPORTE SGP ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
390.0,SGP PROPOSITO GENERAL FORZOSA INVERSION CULTURA SALDOS NO EJECUTADOS NI INCORPORADOS VIGENCIAS ANTERIORES,,
400.0,SGP PROPOSITO GENERAL FORZOSA INVERSION CULTURA SGP ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
410.0,SGP PROPOSITO GENERAL FORZOSA INVERSION LIBRE INVERSIÓN SALDOS NO EJECUTADOS NI INCORPORADOS VIGENCIAS ANTERIORES,,
420.0,SGP PROPOSITO GENERAL FORZOSA INVERSION LIBRE INVERSIÓN SGP ONCE DOCEAVAS VIGENCIA ACTUAL MAS ULTIMA DOCEAVA VIGENCIA ANTERIOR,,
430.0,SGP PROPOSITO GENERAL RENDIMIENTOS FINANCIEROS,,
440.0,REGALIAS Y COMPENSACIONES INCLUYE IMPUESTO DE TRANSPORTE DE OLEODUCTOS Y GASODUCTOS. REGIMEN ANTERIOR DE REGALIAS LEY 141 94 Y 756/02,,
450.0,1 POR CIENTO REGALIAS Y COMPENSACIONES ICBF LEY 1283 2009. REGIMEN ANTERIOR DE REGALÍAS LEY 141 94 Y 756 02,,
460.0,FONDO NACIONAL DE REGALIAS REGIMEN ANTERIOR DE REGALIAS LEY 141 94 Y 756 02,,
470.0,ESCALONAMIENTO. REGIMEN ANTERIOR DE REGALIAS LEY 141 94 Y 756 02,,
480.0,FONDO DE AHORRO Y ESTABILIZACION PETROLERA FAEP. REGIMEN ANTERIOR DE REGALIAS LEY 141 94 Y 756 02,,
490.0,FONDO DEPARTAMENTOS DE CORDOBA Y SUCRE. REGIMEN ANTERIOR DE REGALÍAS LEY 141 94 Y 756 02,,
500.0,COFINANCIACION NACIONAL,,
510.0,COFINANCIACION DEPARTAMENTAL,,
520.0,COFINANCIACION MUNICIPAL,,
530.0,OTROS APORTES O TRANSFERENCIAS NACIONALES,,
540.0,TRANSFERENCIAS PARA ALIMENTACION ESCOLAR LEY 1450 DE 2011. ICBF O MEN,,
550.0,CONFINANCIACION ALIMENTACIÓN ESCOLAR ARTICULO 145 LEY 1530 DE 2012 - CONPES 151 DE 2012,,
560.0,COFINANCIACION REGIMEN SUBSIDIADO ARTICULO 145 LEY 1530 DE 2012. CONPES 151 DE 2012,,
570.0,OTROS APORTES O TRANSFERENCIAS DEPARTAMENTALES,,
580.0,OTROS APORTES O TRANSFERENCIAS MUNICIPALES,,
590.0,CREDITO INTERNO Y EXTERNO,,
600.0,FOSYGA,,
610.0,OTRAS RENTAS CEDIDAS SALUD. IVA, JUEGOS DE SUERTE Y AZAR, SOBRETASA CIGARRILLOS
620.0,PARTICIPACION POR EL MONOPOLIO DE LICORES. DEC 4692 2005,,
630.0,COLJUEGOS,,
