012601010000000,CONTRALORÍA GENERAL DE LA REPÚBLICA - GESTIÓN GENERAL
012701020000000,RAMA JUDICIAL - CONSEJO SUPERIOR DE LA JUDICATURA
012701030000000,RAMA JUDICIAL - CORTE SUPREMA DE JUSTICIA
012701040000000,RAMA JUDICIAL - CONSEJO DE ESTADO
012701050000000,RAMA JUDICIAL - CORTE CONSTITUCIONAL
012701080000000,RAMA JUDICIAL - TRIBUNALES Y JUZGADOS
012801010000000,REGISTRADURÍA NACIONAL DEL ESTADO CIVIL - GESTIÓN GENERAL
012901010000000,FISCALÍA GENERAL DE LA NACIÓN - GESTIÓN GENERAL
013201010000000,MINISTERIO DEL MEDIO AMBIENTE LA VIVIENDA Y EL DESARROLLO TERRITORIAL - GESTIÓN GENERAL
013301010000000,MINISTERIO DE CULTURA - GESTIÓN GENERAL
013501010000000,MINISTERIO DE COMERCIO EXTERIOR INDUSTRIA Y TURÍSMO - GESTIÓN GENERAL
013501030000000,MINISTERIO DE COMERCIO EXTERIOR INDUSTRIA Y TURÍSMO - SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO
013601010000000,MINISTERIO DE LA PROTECCIÓN SOCIAL - GESTIÓN GENERAL
013601070000000,MINISTERIO DE LA PROTECCIÓN SOCIAL - SUPERINTENDENCIA DE SUBSIDIO FAMILIAR
013701010000000,MINISTERIO DEL INTERIOR Y DE JUSTICIA - GESTIÓN GENERAL
020000000100100,EMPRESA COLOMBIANA DE PETRÓLEOS S. A. -ECOPETROL-
020000000100200,CARBONES DE COLOMBIA S. A. -CARBOCOL- EN LIQUIDACIÓN
020000000109100,EMPRESA NACIONAL MINERA LTDA -MINERCOL- EN LIQUIDACIÓN
020000000201300,E.S.P. CENTRALES ELÉCTRICAS DE NARIÑO S. A. -CEDENAR-
020000000201700,E.S.P. ELECTRIFICADORA DEL CHOCÓ S. A. EN LIQUIDACIÓN
020000000201800,E.S.P. ELECTRIFICADORA DEL TOLIMA S. A. EN LIQUIDACIÓN
020000000202900,E.S.P. ELECTRIFICADORA DEL ATLÁNTICO S. A. -ELECTRANTA- EN LIQUIDACIÓN
020000000203800,EMPRESA COLOMBIANA DE GAS -ECOGAS-
020000000207000,E.S.P. CORPORACIÓN ELÉCTRICA DE LA COSTA ATLÁNTICA S. A. -CORELCA-
020000000207200,E.S.P. EMPRESA MULTIPROPÓSITO DE URRA S. A.
020000000210200,E.S.P. ARCHIPIELAGOS POWER & LIGHT CO S. A.
020000000210700,E.S.P. EMPRESA DISTRIBUIDORA DEL PACIFICO S. A. -DISPAC-
020000000211600,SOCIEDAD PROMOTORA DE ENERGÍA DE COLOMBIA S. A.
020000000211900,E.S.P. GESTIÓN ENERGÉTICA S. A. -GENSA-
020000000250100,E.S.P. XM COMPAÑIA DE EXPERTOS EN MERCADOS S.A
020000000303600,COMPAÑÍA DE INFORMACIÓN AUDIOVISUALES -AUDIOVISUALES- EN LIQUIDACIÓN
020000000304000,SOCIEDAD CANAL REGIONAL DE TELEVISIÓN TELECAFÉ LTDA
020000000304200,EMPRESA DE TELECOMUNICACIONES DE CARTAGENA -TELECARTAGENA- EN LIQUIDACIÓN
020000000304300,COMPAÑIA TELEFÓNICA DEL HUILA S. A. -TELEHUILA- EN LIQUIDACIÓN
020000000305400,CANAL REGIONAL DE TELEVISIÓN DEL CARIBE -TELECARIBE-
020000000305700,EMPRESA DE TELECOMUNICACIONES DE NARIÑO -TELENARIÑO- EN LIQUIDACIÓN
020000000305800,EMPRESA DE TELECOMUNICACIONES DE SANTA MARTA -TELESANTAMARTA- EN LIQUIDACIÓN
020000000305900,E.S.P. EMPRESA DE TELECOMUNICACIONES DEL TOLIMA -TELETOLIMA- EN LIQUIDACIÓN
020000000306400,EMPRESA DE TELECOMUNICACIONES DE SANTA ROSA DE CABAL -TELESANTAROSA- EN LIQUIDACIÓN
020000000306700,EMPRESA NACIONAL DE TELECOMUNICACIONES -TELECOM- EN LIQUIDACIÓN
020000000306800,EMPRESA DE TELECOMUNICACIONES DE CAQUETÁ -TELECAQUETÁ- EN LIQUIDACIÓN
020000000306900,ADMINISTRACIÓN POSTAL NACIONAL -ADPOSTAL-
020000000308400,INSTITUTO NACIONAL DE RADIO Y TELEVISIÓN -INRAVISIÓN- EN LIQUIDACIÓN
020000000309000,SOCIEDAD CANAL REGIONAL DE TELEVISIÓN LTDA -TEVEANDINA-
020000000310000,E.S.P. COLOMBIA TELECOMUNICACIONES S. A.
020000000311800,RADIO TELEVISIÓN NACIONAL DE COLOMBIA -RTVC-
020000000350100,FONDO MIXTO DE PROMOCIÓN CINEMATOGRAFICA PROIMAGENES EN MOVIMIENTO
020000000404600,ALCALIS DE COLOMBIA LTDA -ALCO- EN LIQUIDACIÓN
020000000405000,ARTESANÍAS DE COLOMBIA S. A.
020000000600500,EMPRESA COLOMBIANA DE VÍAS FERREAS -FERROVÍAS- EN LIQUIDACIÓN
020000000608600,CORPORACIÓN AUTÓNOMA DEL RIO GRANDE DE LA MAGDALENA -CORMAGDALENA-
020000000608800,SOCIEDAD CENTRO ADMINISTRATIVO DE TRANSPORTE Y TRÁNSITO DE CÚCUTA LTDA
020000000703200,CORPORACIÓN DE LA INDUSTRIA AERONÁUTICA COLOMBIANA S. A. -CIAC-
020000000703300,INDUSTRIA MILITAR -INDUMIL-
020000000703400,SERVICIO AÉREO A TERRITORIOS NACIONALES -SATENA-
020000000705300,HOTEL SAN DIEGO S. A. HOTEL TEQUENDAMA
020000000707900,CAJA PROMOTORA DE VIVIENDA MILITAR -CAVIMILITAR-
020000000807400,INSTITUTO DE SEGUROS SOCIALES -ISS-
020000000809200,E.P.S. CAJA DE PREVISIÓN SOCIAL DE COMUNICACIONES -CAPRECOM-
020000000809300,E.S.E. INSTITUTO NACIONAL DE CANCEROLOGÍA
020000000809400,E.S.E. CENTRO DERMATOLÓGICO FEDERICO LLERAS ACOSTA
020000000809500,E.S.E. SANATORIO DE AGUA DE DIOS
020000000809600,E.S.E. SANATORIO DE CONTRATACIÓN
020000000809900,E.I.C.E. CAJA NACIONAL DE PREVISIÓN SOCIAL -CAJANAL-
020000000810500,EMPRESA TERRITORIAL PARA LA SALUD -ETESA-
020000000810800,E.S.E. RAFAEL URIBE URIBE
020000000810900,E.S.E. JOSE PRUDENCIO PADILLA
020000000811000,E.S.E. ANTONIO NARIÑO
020000000811100,E.S.E. LUIS CARLOS GALAN SARMIENTO
020000000811200,E.S.E. POLICARPA SALAVARRIETA
020000000811300,E.S.E. FRANCISCO DE PAULA SANTANDER
020000000811400,E.S.E. RITA ARANGO ALVAREZ DEL PINO
020000000811500,E.P.S. CAJA NACIONAL DE PREVISIÓN SOCIAL S.A. -CAJANAL- EN LIQUIDACIÓN
020000001107500,IMPRENTA NACIONAL DE COLOMBIA
020000002000100,LA PREVISORA S. A. - SEGUROS
020000002000200,LA PREVISORA S. A. - VIDA
020000002100100,FONDO NACIONAL DE AHORRO -FNA-
020000002100200,FONDO NACIONAL DE GARANTÍAS S. A.
020000002100300,FONDO DE GARANTÍAS DE INSTITUCIONES FINANCIERAS -FOGAFIN-
020000002100400,FONDO DE GARANTÍAS DE INSTITUCIONES COOPERATIVAS -FOGACOOP-
020000002100500,FONDO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO - FINAGRO
020000002200100,BANCO DE COMERCIO EXTERIOR DE COLOMBIA S. A. -BANCOLDEX-
020000002200200,GRANAHORRAR BANCO COMERCIAL S.A. -GRANAHORRAR-
020000002200300,GRANBANCO S.A. BANCAFÉ
020000002200400,BANCO DEL ESTADO EN LIQUIDACIÓN
020000002200500,BANCO CENTRAL HIPOTECARIO B.C.H.
020000002300100,CENTRAL DE INVERSIONES S. A. -CISA-
020000002500100,LOTERÍA LA NUEVE MILLONARIA DE LA NUEVA COLOMBIA
020000002500200,SORTEO EXTRAORDINARIO DE NAVIDAD
020000002500300,SORTEO EXTRAORDINARIO DE COLOMBIA LTDA
020000009800100,EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S. A. -VECOL-
020000009800200,CORPORACIÓN DE LOS CENTROS DE CONVENCIONES Y EXPOSICIONES DE COLOMBIA -CORPOCENTROS-
020203000000000,RED DE SOLIDARIDAD SOCIAL EN FUSIÓN
020207000000000,FONDO DE RECONSTRUCCIÓN Y DESARROLLO SOCIAL DEL EJE CAFETERO -FOREC- EN LIQUIDACIÓN
020210000000000,AGENCIA PRESIDENCIAL PARA LA ACCIÓN SOCIAL Y LA COOPERACIÓN INTERNACIONAL -ACCIÓN SOCIAL-
020301020000000,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN - FONDO NACIONAL DE PROYECTOS DE DESARROLLO -FONADE-
020301050000000,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN - COMISIÓN NACIONAL DE REGALÍAS
020320000000000,INSTITUTO COLOMBIANO PARA EL DESARROLLO DE LA CIENCIA Y LA TECNOLOGÍA FRANCISCO JOSÉ DE CALDAS -COLCIENCIAS-
020322000000000,FONDO DE COFINANCIACIÓN PARA LA INVERSIÓN SOCIAL -FIS-
020324000000000,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS
020325000000000,FONDO NACIONAL DE REGALÍAS
020402000000000,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA -FONDANE-
020403000000000,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI -IGAC-
020503000000000,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA -ESAP-
020602000000000,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD -FONDAS-
021102000000000,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES -FONRELACIONES-
021301140000000,SOCIEDAD FINANCIERA DE DESARROLLO TERRITORIAL S. A. -FINDETER-
021308000000000,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN
021309000000000,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA
021310000000000,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES -DIAN-
021311000000000,SUPERINTENDENCIA BANCARIA -SUPERBANCARIA- EN FUSIÓN
021312000000000,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO
021313000000000,SUPERINTENDENCIA FINANCIERA DE COLOMBIA
021503000000000,CAJA DE RETIRO DE LAS FUERZAS MILITARES
021507000000000,INSTITUTO DE CASAS FISCALES DEL EJERCITO -ICFE-
021508000000000,DEFENSA CIVIL COLOMBIANA
021510000000000,CLUB MILITAR DE OFICIALES
021511000000000,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL
021512010000000,FONDO ROTATORIO DE LA POLICÍA NACIONAL -FONPOLICÍA- GESTIÓN GENERAL
021512040000000,FONDO ROTATORIO DE LA POLICÍA NACIONAL - CESANTÍAS Y VIVIENDA
021519000000000,HOSPITAL MILITAR CENTRAL
021520000000000,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES
021701040000000,INSTITUTO DE MERCADEO AGROPECUARIO -IDEMA-
021701050000000,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL - BANCO AGRARIO DE COLOMBIA S. A.
021702000000000,INSTITUTO COLOMBIANO AGROPECUARIO -ICA-
021703010000000,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA -INCORA- EN LIQUIDACIÓN - GESTIÓN GENERAL
021703020000000,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA - SALUD
021704000000000,INSTITUTO NACIONAL DE RECURSOS NATURALES RENOVABLES -INDERENA-
021705000000000,INSTITUTO NACIONAL DE ADECUACIÓN DE TIERRAS -INAT- EN LIQUIDACIÓN
021706000000000,FONDO DE COFINANCIACIÓN PARA LA INVERSIÓN RURAL -DRI-
021709000000000,FONDO NACIONAL DEL CAFÉ -FNC-
021712000000000,INSTITUTO NACIONAL DE PESCA Y ACUICULTURA -INPA- EN LIQUIDACIÓN
021713000000000,INSTITUTO COLOMBIANO DE DESARROLLO RURAL -INCODER-
021801130000000,PROMOTORA DE VACACIONES Y RECREACIÓN SOCIAL -PROSOCIAL- EN LIQUIDACIÓN
022001080000000,MINISTERIO DE DESARROLLO ECONÓMICO - UNIDAD ADMINISTRATIVA ESPECIAL COMISIÓN DE REGULACIÓN DE AGUA POTABLE Y SANEAMIENTO BÁSICO
022021000000000,UNIDAD ADMINISTRATIVA ESPECIAL LIQUIDADORA DE ASUNTOS DEL INSTITUTO DE CRÉDITO TERRITORIAL -ICT-
022101130000000,MINISTERIO DE MINAS Y ENERGÍA - COMISIÓN DE REGULACIÓN DE ENERGÍA Y GAS -CREG-
022103000000000,INSTITUTO COLOMBIANO DE INVESTIGACIÓN E INFORMACIÓN GEOCIENTÍFICA MINERO AMBIENTAL Y NUCLEAR -INGEOMINAS-
022109000000000,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA -UPME-
022110000000000,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS -IPSE-
022111000000000,AGENCIA NACIONAL DE HIDROCARBUROS -ANH-
022201140000000,MINISTERIO DE EDUCACIÓN NACIONAL - JUNTA CENTRAL DE CONTADORES
022201170000000,MINISTERIO DE EDUCACIÓN NACIONAL - ESCUELA NACIONAL DEL DEPORTE
022202000000000,INSTITUTO COLOMBIANO PARA EL FOMENTO DE LA EDUCACIÓN SUPERIOR -ICFES-
022203000000000,INSTITUTO COLOMBIANO DE CRÉDITO EDUCATIVO Y ESTUDIOS TÉCNICOS EN EL EXTERIOR -ICETEX-
022209000000000,INSTITUTO NACIONAL PARA SORDOS -INSOR-
022210000000000,INSTITUTO NACIONAL PARA CIEGOS -INCI-
022211000000000,INSTITUTO TECNOLÓGICO PASCUAL BRAVO DE MEDELLÍN
022213000000000,INSTITUTO COLOMBIANO DE LA PARTICIPACIÓN JORGE ELIECER GAITÁN -COLPARTICIPAR-
022214000000000,UNIVERSIDAD NACIONAL DE COLOMBIA -UNAL-
022215000000000,UNIVERSIDAD DEL CAUCA
022215000100000,PATRIMONIO AUTÓNOMO DE PENSIONES DE LA CAJA DE PREVISIÓN DE LA UNIVERSIDAD DEL CAUCA
022216000000000,UNIVERSIDAD PEDAGÓGICA NACIONAL -UPN-
022218000000000,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA DE TUNJA -UPTC-
022219000000000,UNIVERSIDAD DE CÓRDOBA
022220010000000,UNIVERSIDAD TECNOLÓGICA DEL CHOCÓ DIEGO LUIS CÓRDOBA - GESTIÓN GENERAL
022221000000000,UNIVERSIDAD TECNOLÓGICA DE LOS LLANOS ORIENTALES
022222000000000,UNIVERSIDAD TECNOLÓGICA DE PEREIRA
022223000000000,UNIVERSIDAD POPULAR DEL CESÁR
022224000000000,UNIVERSIDAD SURCOLOMBIANA DE NEIVA -USCO-
022225000000000,UNIVERSIDAD DE LA AMAZONIA
022226000000000,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA -UNAD-
022227000000000,COLEGIO DE BOYACÁ
022229000000000,RESIDENCIAS FEMENINAS DEL MINISTERIO DE EDUCACIÓN NACIONAL
022230000000000,COLEGIO MAYOR DE ANTIOQUIA
022231000000000,COLEGIO MAYOR DE BOLÍVAR
022232000000000,COLEGIO MAYOR DEL CAUCA
022233000000000,UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA
022234000000000,INSTITUTO TÉCNICO CENTRAL DE CARRERAS INTERMEDIAS LA SALLE
022235000000000,INSTITUTO SUPERIOR DE EDUCACIÓN RURAL DE PAMPLONA -ISER-
022236000000000,INSTITUTO DE EDUCACIÓN TÉCNICA PROFESIONAL DE ROLDANILLO
022237000000000,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE CIENAGA HUMBERTO VELÁSQUEZ GARCÍA
022238000000000,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA -INFOTEP-
022239000000000,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR
022240000000000,INSTITUTO TÉCNICO AGRÍCOLA DE BUGA -ITA-
022241000000000,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL DEL ESPINAL -ITFIP-
022242000000000,INSTITUTO TÉCNICO NACIONAL DE COMERCIO SIMÓN RODRÍGUEZ DE CALI
022243000000000,COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS
022244000000000,INSTITUTO PARA EL DESARROLLO DE LA DEMOCRACIA LUIS CARLOS GALÁN SARMIENTO
022245000000000,BIBLIOTECA PÚBLICA PILOTO DE MEDELLÍN PARA AMÉRICA LATINA
022252000000000,INSTITUTO TECNOLÓGICO DEL PUTUMAYO
022253000000000,UNIVERSIDAD DEL PACÍFICO
022254000000000,INSTITUTO TECNOLÓGICO DE SOLEDAD ATLÁNTICO -ITSA-
022255000000000,CENTRO DE EDUCACIÓN EN ADMINISTRACIÓN DE SALUD -CEADS-
022306000000000,FONDO DE COMUNICACIONES -FONCOMUNICACIONES-
022308000000000,UNIDAD ADMINISTRATIVA ESPECIAL COMISIÓN DE REGULACIÓN DE TELECOMUNICACIONES
022402000000000,INSTITUTO NACIONAL DE VÍAS -INVÍAS-
022403000000000,FONDO NACIONAL DE CAMINOS VECINALES -CAVECINALES- EN LIQUIDACIÓN
022412000000000,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL -U.A.E.A.C.-
022413000000000,INSTITUTO NACIONAL DE CONCESIONES -INCO-
022501050000000,INSTITUTO DE ESTUDIOS DEL MINISTERIO PÚBLICO
022502000000000,DEFENSORÍA DEL PUEBLO
022602000000000,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA
022802000000000,FONDO ROTATORIO DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL -FONREGISTRADURÍA-
022803000000000,FONDO SOCIAL DE VIVIENDA DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL
022902000000000,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES
023002000000000,INSTITUTO COLOMBIANO DE COMERCIO EXTERIOR -INCOMEX-
023201020000000,MINISTERIO DEL MEDIO AMBIENTE LA VIVIENDA Y EL DESARROLLO TERRITORIAL - UNIDAD ADMINISTRATIVA ESPECIAL PARQUES NACIONALES NATURALES
023201030000000,CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA -CAR-
023201040000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA -CVC-
023201100000000,CORPORACIÓN DEFENSA MESETA DE BUCARAMANGA -CDMB-
023201170000000,CORPORACIÓN AUTÓNOMA REGIONAL DE LAS CUENCAS DE LOS RIOS RIONEGRO Y NARE -CORNARE-
023201230000000,CORPORACIÓN DESARROLLO SOSTENIBLE SIERRA NEVADA DE SANTA MARTA -CSN-
023201390000000,INSTITUTO DE INVESTIGACIONES DE LOS RECURSOS BIOLÓGICOS ALEXANDER VON HUMBOLDT
023201400000000,INSTITUTO AMAZÓNICO DE INVESTIGACIONES CIENTÍFICAS -SINCHI-
023202000000000,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES -IDEAM-
023204010000000,FONDO NACIONAL AMBIENTAL -FONAM- GESTIÓN GENERAL
023208000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES SINÚ Y SAN JORGE -CVS-
023209000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO -CRQ-
023210000000000,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ -CORPOURABÁ-
023211000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS -CORPOCALDAS-
023212000000000,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ -CODECHOCÓ-
023214000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA -CORTOLIMA-
023215000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA -CARDER-
023216000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO -CORPONARIÑO-
023217000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL -CORPONOR-
023218000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA -CORPOGUAJIRA-
023219000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR -CORPOCESAR-
023221000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL CAUCA -CRC-
023222000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA -CORPAMAG-
023223000000000,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA -CORPOAMAZONIA-
023224000000000,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONÍA -CDA-
023226000000000,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA -CORALINA-
023227000000000,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MACARENA -CORMACARENA-
023228000000000,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE -CORPOMOJANA-
023229000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA -CORPORINOQUIA-
023230000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE -CARSUCRE-
023231000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA -CAM-
023232000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -CORANTIOQUIA-
023233000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO -CRA-
023234000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER -CAS-
023235000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ -CORPOBOYACÁ-
023236000000000,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR -CORPOCHIVOR-
023237000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO -CORPOGUAVIO-
023238000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE -CARDIQUE-
023239000000000,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLÍVAR -CSB-
023240000000000,INSTITUTO NACIONAL DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA -INURBE- EN LIQUIDACIÓN
023241000000000,FONDO NACIONAL DE VIVIENDA -FONVIVIENDA-
023303000000000,INSTITUTO COLOMBIANO PARA LA INVESTIGACIÓN CULTURAL
023304000000000,ARCHIVO GENERAL DE LA NACIÓN
023305000000000,INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA
023306000000000,INSTITUTO COLOMBIANO DE LA JUVENTUD Y EL DEPORTE -COLDEPORTES-
023307000000000,INSTITUTO CARO Y CUERVO
023401010000000,AUDITORÍA GENERAL DE LA REPÚBLICA -AGN- GESTIÓN GENERAL
023501020000000,DIRECCIÓN GENERAL DE COMERCIO EXTERIOR
023502000000000,SUPERINTENDENCIA DE SOCIEDADES
023601020000000,UNIDAD ADMINISTRATIVA ESPECIAL FONDO NACIONAL DE ESTUPEFACIENTES
023602000000000,SERVICIO NACIONAL DE APRENDIZAJE -SENA-
023603000000000,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO DE LA REPÚBLICA -FONPRECON-
023604000000000,CAJA DE PREVISIÓN SOCIAL DE LA SUPERINTENDENCIA BANCARIA -CAPRESUB-
023605000000000,FONDO DE PASIVO SOCIAL DE LOS FERROCARRILES NACIONALES DE COLOMBIA
023606000000000,INSTITUTO NACIONAL DE SALUD -INS-
023607000000000,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR -ICBF-
023608000000000,SUPERINTENDENCIA NACIONAL DE SALUD
023609000000000,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS -INVIMA-
023702000000000,FONDO PARA LA PARTICIPACIÓN CIUDADANA Y EL FORTALECIMIENTO DE LA DEMOCRACIA
023703000000000,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR
023704000000000,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KI WE
